,Aminoglycoside,B-lactam Combined Agents,Carbapenem,Cephem,Fluoroquinolone,Folate,Macrolide,Oxazolidinone,Penicilin,Phenicol,Tetracycline,nan
90370_3561,,,,,R,S,,,S,S,,
149539_890,R,,,,,R,,,R,S,R,
90370_4799,,,,,R,S,,,S,S,,
90370_3349,,,,,S,,,,,,,
90370_3119,,,,S,R,S,,,S,S,,
90370_5596,,,,,R,,,,,,,
90370_5582,,,,,R,,,,,,,
90370_5195,,,,,S,,,,,,,
90370_3427,,,,,R,S,,,S,S,,
90370_5234,,,,,R,,,,,,,
590_12575,S,S,,S,S,S,,,S,S,R,
90370_4990,,,,,R,,,,,,,
90370_4911,,,,,R,S,,,S,S,,
90370_4853,,,,,R,S,,,S,S,,
90371_5344,S,S,,S,S,S,,,S,S,,
90370_2511,,,,S,S,S,,,S,S,,
90370_5591,,,,,R,,,,,,,
28901_10145,S,,,S,S,,,,R,S,,
90370_5588,,,,,R,,,,,,,
90370_3031,,,,S,R,S,,,S,S,,
90370_3058,,,,S,R,S,,,S,S,,
590_12383,S,S,,S,S,S,,,S,S,S,
90370_2704,,,,S,R,R,,,R,R,,
90370_2885,,,,S,R,R,,,S,R,,
90370_3540,,,,,R,S,,,S,S,,
590_12472,R,S,,S,R,R,,,S,R,R,
590_12389,S,S,,S,S,S,,,S,S,R,
90370_2509,,,,S,R,R,,,S,R,,
90370_4794,,,,,R,S,,,S,S,,
90370_3371,,,,,R,,,,,,,
90370_3139,,,,S,R,S,,,S,S,,
90370_2938,,,,S,R,S,,,S,S,,
85569_152,R,,,,S,R,,S,R,R,R,
90370_4836,,,,,R,S,,,S,S,,
90371_5392,S,S,,S,R,S,,,R,R,,
90370_3163,,,,S,S,S,,,S,S,,
85569_13,R,,,,S,R,,,R,R,R,
85569_189,R,,,,S,R,,S,R,R,R,
90370_2521,,,,S,S,S,,,S,S,,
90370_3378,,,,,S,,,,,,,
28901_16266,S,,,S,,S,,,R,,,
90370_2689,,,,S,R,R,,,R,R,,
90370_3159,,,,S,S,S,,,S,S,,
90370_5033,,,,,R,,,,,,,
90370_2540,,,,S,R,R,,,R,R,,
90370_3043,,,,S,R,S,,,S,S,,
90370_3517,,,,,R,S,,,S,S,,
90370_2744,,,,S,R,R,,,R,R,,
90370_5018,,,,,S,,,,,,,
90370_3309,,,,,R,,,,,,,
90370_2701,,,,S,R,R,,,R,R,,
90370_2844,,,,S,R,R,,,R,R,,
590_12265,R,S,,S,S,S,,,S,S,R,
590_12470,S,S,,S,S,S,,,S,S,R,
90370_3002,,,,S,R,S,,,S,S,,
90370_4939,,,,,R,S,,,S,S,,
90370_2692,,,,S,R,R,,,R,R,,
90370_2812,,,,S,R,R,,,R,R,,
590_12498,S,S,,S,S,S,,,S,S,S,
590_12491,S,S,,S,S,S,,,S,S,R,
90370_5592,,,,,S,,,,,,,
90370_3112,,,,S,R,S,,,S,S,,
90370_5237,,,,,R,,,,,,,
90370_3496,,,,,R,S,,,S,S,,
590_12322,S,S,,S,S,S,,,S,S,R,
90370_2747,,,,S,R,R,,,R,R,,
90370_2910,,,,S,R,S,,,S,R,,
90370_3295,,,,,R,,,,,,,
90370_3410,,,,,R,S,,,S,S,,
90370_3552,,,,,R,S,,,S,S,,
90370_2696,,,,S,R,R,,,R,R,,
590_12492,S,S,,S,S,S,,,S,S,S,
90370_3187,,,,S,S,S,,,S,S,,
85569_353,S,,,,S,S,,,S,S,S,
90370_2920,,,,S,R,S,,,R,S,,
90370_3086,,,,S,R,S,,,S,S,,
90370_3121,,,,S,R,S,,,S,S,,
90370_2852,,,,S,R,R,,,R,R,,
90370_3146,,,,S,S,S,,,S,S,,
590_12346,S,R,,R,S,S,,,R,R,R,
90370_3454,,,,,R,S,,,S,S,,
90370_3184,,,,S,S,S,,,S,S,,
90370_3500,,,,,R,S,,,S,S,,
590_12590,S,S,,S,S,S,,,S,S,S,
90370_4984,,,,,R,,,,,,,
90370_4922,,,,,R,S,,,S,S,,
54388_376,S,,S,S,S,S,S,,S,S,S,
90370_3369,,,,,S,,,,,,,
90370_3108,,,,S,R,S,,,S,S,,
90370_2740,,,,S,R,R,,,R,R,,
90370_3339,,,,,R,,,,,,,
90370_3433,,,,,R,S,,,S,S,,
90370_2750,,,,S,R,R,,,R,R,,
90370_4824,,,,,R,S,,,S,S,,
108619_84,R,R,,R,S,R,,,R,R,R,
90370_5204,,,,,R,,,,,,,
90370_2953,,,,S,R,R,,,R,S,,
90370_3098,,,,S,R,S,,,S,S,,
90370_2883,,,,S,R,R,,,S,R,,
28901_16257,S,,,S,,S,,,R,,,
90370_4915,,,,,R,S,,,S,S,,
90370_3158,,,,S,S,S,,,S,S,,
90370_3518,,,,,R,S,,,S,S,,
115981_58,S,S,,S,S,S,S,,S,S,R,
90370_3404,,,,,R,S,,,S,S,,
28901_10084,S,S,,S,,S,,,S,S,S,
90370_3196,,,,S,S,,,,S,S,,
90370_3614,,,,,R,,,,,,,
90370_3438,,,,,R,S,,,S,S,,
90370_3059,,,,S,R,S,,,S,S,,
90370_5025,,,,,S,,,,,,,
90371_5484,S,,S,R,S,R,,,R,R,R,
90370_3017,,,,S,R,S,,,S,S,,
90370_5235,,,,,R,,,,,,,
28901_16281,S,,,S,,,,,R,,,
90370_3314,,,,,R,,,,,,,
90370_2742,,,,S,R,R,,,R,R,,
90370_3124,,,,S,R,S,,,S,S,,
90370_3118,,,,S,R,S,,,S,S,,
90370_3601,,,,,R,,,,,,,
90370_3312,,,,,R,,,,,,,
90371_6241,R,,,,,S,,,R,S,R,
90371_6224,R,,,,R,S,,,R,S,,
90370_5028,,,,,R,,,,,,,
90370_2954,,,,S,R,S,,,S,S,,
90370_2978,,,,S,R,S,,,R,S,,
90370_5589,,,,,R,,,,,,,
90370_2967,,,,S,R,S,,,R,S,,
90370_2909,,,,S,R,S,,,S,R,,
90370_4802,,,,,R,S,,,S,S,,
90370_4873,,,,,S,S,,,S,S,,
90370_2775,,,,S,R,R,,,R,R,,
90370_4850,,,,,R,S,,,S,S,,
90370_3142,,,,S,S,R,,,R,R,,
90370_3558,,,,,R,S,,,S,S,,
90370_3113,,,,S,R,S,,,S,S,,
90370_2698,,,,S,R,R,,,R,R,,
90370_2480,,,,S,R,R,,,R,R,,
90370_3306,,,,,R,,,,,,,
90371_5294,R,R,,S,R,R,,,R,R,,
90370_3041,,,,S,R,S,,,S,S,,
90370_2751,,,,S,R,R,,,R,R,,
90370_4985,,,,,R,,,,,,,
90370_2732,,,,S,R,R,,,R,R,,
85569_30,R,,,,S,R,,,R,R,R,
54388_339,S,,,,R,S,S,,S,S,S,
90370_2716,,,,S,R,R,,,R,R,,
90370_5579,,,,,S,,,,,,,
28901_16273,S,,,R,,S,,,R,,,
90370_3610,,,,,R,,,,,,,
590_12327,S,S,,S,S,S,,,R,S,R,
90370_4838,,,,,R,S,,,S,S,,
90370_4952,,,,,R,S,,,S,S,,
90370_4962,,,,,R,S,,,S,S,,
90370_4804,,,,,R,S,,,S,S,,
90370_2821,,,,S,R,R,,,R,R,,
28901_16277,S,,,S,,S,,,R,,,
28901_9241,,,,,S,S,,,S,,S,
90370_3012,,,,S,R,S,,,S,S,,
90370_3370,,,,,R,,,,,,,
90370_2492,,,,S,R,R,,,R,S,,
90370_5552,,,,,R,,,,,,,
90370_3077,,,,S,R,S,,,S,S,,
90370_3331,,,,,R,,,,,,,
90370_2874,,,,S,R,R,,,R,R,,
90370_4841,,,,,R,S,,,S,S,,
54388_346,S,,,,R,S,S,,S,S,S,
90370_3135,,,,S,R,S,,,S,S,,
90370_5561,,,,,S,,,,,,,
90370_3607,,,,,R,,,,,,,
90370_4948,,,,,R,S,,,S,S,,
28901_16253,S,,,S,,R,,,R,,,
90370_4921,,,,,R,S,,,S,S,,
590_12192,S,S,,S,S,S,,,S,S,R,
90370_2856,,,,S,R,R,,,R,R,,
90370_3453,,,,,R,S,,,S,S,,
90370_3262,,,,,R,,,,,,,
90370_5546,,,,,R,,,,,,,
90370_3268,,,,,R,,,,,,,
90370_3368,,,,,S,,,,,,,
590_12368,S,R,,R,S,S,,,R,S,R,
90370_2710,,,,S,R,R,,,R,R,,
90370_5545,,,,,R,,,,,,,
90370_2538,,,,S,R,R,,,R,R,,
90370_5003,,,,,S,,,,,,,
90370_2681,,,,S,R,R,,,R,R,,
90370_5544,,,,,R,,,,,,,
90370_3051,,,,S,R,S,,,S,S,,
90370_3353,,,,,R,,,,,,,
28901_16290,S,,,S,,S,,,R,,,
90370_3160,,,,S,S,S,,,S,S,,
90370_2958,,,,S,R,S,,,R,S,,
90370_2977,,,,S,R,S,,,R,S,,
90370_2855,,,,S,R,R,,,R,R,,
90370_2915,,,,S,R,S,,,S,R,,
28901_16264,S,,,S,,S,,,S,,,
90370_2786,,,,S,R,R,,,R,R,,
90370_4859,,,,,R,S,,,S,S,,
28901_16291,R,,,R,,S,,,R,,,
90370_2897,,,,S,R,R,,,S,R,,
90370_3346,,,,,R,,,,,,,
90370_3603,,,,,R,,,,,,,
90370_3291,,,,,R,,,,,,,
90370_2801,,,,S,R,R,,,R,R,,
90370_3357,,,,,S,,,,,,,
90370_3604,,,,,R,,,,,,,
90370_3080,,,,S,R,S,,,S,S,,
90370_3463,,,,,R,S,,,S,S,,
90370_2939,,,,S,R,S,,,S,S,,
90370_3594,,,,,R,,,,,,,
90370_3486,,,,,R,R,,,R,R,,
90370_5570,,,,,R,,,,,,,
90370_3345,,,,,R,,,,,,,
90370_3079,,,,S,R,S,,,R,S,,
90370_4835,,,,,R,S,,,S,S,,
90370_3101,,,,S,R,S,,,S,S,,
90370_5226,,,,,R,,,,,,,
90370_3599,,,,,R,,,,,,,
90370_3316,,,,,R,,,,,,,
90370_3326,,,,,R,,,,,,,
90370_3110,,,,S,R,S,,,S,S,,
90370_4886,,,,,R,S,,,S,S,,
90370_3194,,,,S,S,S,,,S,S,,
90370_3343,,,,,R,,,,,,,
90370_3613,,,,,S,,,,,,,
90370_4998,,,,,R,,,,,,,
90370_3289,,,,,R,,,,,,,
90370_3038,,,,S,R,S,,,S,S,,
90370_4786,,,,,R,S,,,S,S,,
90370_3402,,,,,R,S,,,S,S,,
90370_5557,,,,,S,,,,,,,
90370_5006,,,,,R,,,,,,,
90370_3283,,,,,R,,,,,,,
90370_3596,,,,,R,,,,,,,
90370_3299,,,,,R,,,,,,,
90370_4832,,,,,R,S,,,S,S,,
90370_4992,,,,,S,,,,,,,
90370_5023,,,,,S,,,,,,,
90370_3065,,,,S,R,S,,,S,S,,
90370_5584,,,,,R,,,,,,,
90370_3173,,,,S,S,S,,,S,S,,
90370_2951,,,,S,R,S,,,S,S,,
28901_16262,S,,,S,,S,,,R,,,
90370_5573,,,,,R,,,,,,,
28901_9237,,,,,S,S,,,S,,S,
90370_3612,,,,,S,,,,,,,
90370_3361,,,,,S,,,,,,,
90370_3242,,,,,R,,,,,,,
90370_5559,,,,,R,,,,,,,
90370_2730,,,,S,R,R,,,R,R,,
90370_5577,,,,,R,,,,,,,
90370_3534,,,,,R,S,,,S,S,,
90370_3188,,,,S,S,S,,,S,S,,
90370_4982,,,,,R,,,,,,,
90370_5228,,,,,R,,,,,,,
90370_5563,,,,,R,,,,,,,
28901_16287,S,,,R,,S,,,R,,,
90370_2789,,,,S,R,R,,,R,R,,
90370_5227,,,,,R,,,,,,,
90370_5202,,,,,R,,,,,,,
90370_2870,,,,S,R,R,,,R,R,,
90370_3260,,,,,R,,,,,,,
90370_3313,,,,,R,,,,,,,
90370_2679,,,,,S,S,,,R,S,,
90370_3356,,,,,S,,,,,,,
90370_3205,,,,S,S,S,,,S,S,,
90370_2782,,,,S,R,R,,,R,R,,
90370_3300,,,,,S,,,,,,,
90370_3367,,,,,S,,,,,,,
90370_5539,,,,,S,,,,,,,
90370_3323,,,,,R,,,,,,,
90370_5555,,,,,R,,,,,,,
90370_5533,,,,,R,,,,,,,
28901_16271,S,,,R,,S,,,R,,,
90370_2893,,,,S,R,R,,,S,R,,
90370_4978,,,,,R,,,,,,,
90370_3322,,,,,R,,,,,,,
90370_5210,,,,,R,,,,,,,
90370_5229,,,,,R,,,,,,,
90370_5585,,,,,S,,,,,,,
90370_3276,,,,,R,,,,,,,
90370_5207,,,,,R,,,,,,,
90370_5590,,,,,R,,,,,,,
90370_5554,,,,,R,,,,,,,
90370_3257,,,,,R,,,,,,,
90370_3261,,,,,R,,,,,,,
90370_5594,,,,,R,,,,,,,
90370_3359,,,,,R,,,,,,,
90370_5005,,,,,S,,,,,,,
90370_4977,,,,,R,,,,,,,
90370_3274,,,,,R,,,,,,,
90370_3294,,,,,S,,,,,,,
90370_5193,,,,,S,,,,,,,
90370_3330,,,,,R,,,,,,,
90370_5576,,,,,R,,,,,,,
90370_5540,,,,,R,,,,,,,
90370_5225,,,,,R,,,,,,,
90370_3301,,,,,S,,,,,,,
90370_3600,,,,,R,,,,,,,
90370_5569,,,,,R,,,,,,,
90370_4995,,,,,R,,,,,,,
90370_5580,,,,,R,,,,,,,
90370_3615,,,,,R,,,,,,,
90370_3280,,,,,R,,,,,,,
28901_16274,R,,,S,,R,,,R,,,
90370_5016,,,,,R,,,,,,,
90370_3269,,,,,R,,,,,,,
90370_5022,,,,,R,,,,,,,
90370_5543,,,,,R,,,,,,,
90370_3272,,,,,R,,,,,,,
90370_5549,,,,,R,,,,,,,
90370_3297,,,,,S,,,,,,,
90370_3325,,,,,R,,,,,,,
90370_3348,,,,,S,,,,,,,
90370_3611,,,,,S,,,,,,,
90370_5548,,,,,R,,,,,,,
90370_5593,,,,,R,,,,,,,
90370_3336,,,,,R,,,,,,,
90370_3362,,,,,S,,,,,,,
90370_4983,,,,,R,,,,,,,
90370_3267,,,,,R,,,,,,,
90370_5008,,,,,R,,,,,,,
90370_3606,,,,,R,,,,,,,
90370_4989,,,,,S,,,,,,,
90370_3278,,,,,R,,,,,,,
90370_5564,,,,,R,,,,,,,
90370_4997,,,,,R,,,,,,,
90370_3302,,,,,S,,,,,,,
90370_5031,,,,,R,,,,,,,
90370_3598,,,,,R,,,,,,,
90370_5566,,,,,S,,,,,,,
90370_3310,,,,,R,,,,,,,
90370_3292,,,,,R,,,,,,,
90370_5015,,,,,R,,,,,,,
90370_3358,,,,,S,,,,,,,
90370_3286,,,,,S,,,,,,,
90370_3320,,,,,R,,,,,,,
90370_4980,,,,,S,,,,,,,
90370_5206,,,,,R,,,,,,,
90370_5537,,,,,R,,,,,,,
90370_3376,,,,,S,,,,,,,
90370_5222,,,,,R,,,,,,,
90370_3266,,,,,R,,,,,,,
90370_3317,,,,,R,,,,,,,
