,Carbapenem,Cephem,Fluoroquinolone,Folate,Glycopeptide,Lincosamide,Macrolide,Oxazolidinone,Penicilin,Phenicol,Streptogramin,Tetracycline
1313_23755,,,,S,,,S,,,S,,S
1313_11461,,S,,R,,,,,,,,
1313_28017,,,,R,,,S,,S,R,,S
1313_8989,,,,S,,,S,,S,S,,S
1313_33923,,,,R,,,S,,S,R,,R
1313_10993,,S,,R,,,,,,,,
1313_25590,,,,R,,,S,,S,S,,S
1313_33283,,,,S,,,,,,,,
1313_12161,,S,,R,,,,,,,,
1313_24901,,,,S,,,S,,S,S,,R
1313_23018,,,,,,,S,,R,S,,R
1313_31172,,,,R,,,S,,R,S,,S
1313_46592,,R,S,R,,S,S,,,S,,S
1313_33057,,,,S,,,,,,,,
1313_34308,,,,,,,,,S,S,,
1313_47244,,S,S,S,,R,R,,,S,,R
1313_25093,,,,R,,,,,S,,,
1313_11956,,S,,R,,,,,,,,
1313_25036,,,,S,,,,,,,,
1313_32376,,,,R,,,R,,R,S,,R
1313_12570,,S,,R,,,,,,,,
1313_24866,,,,R,,,R,,S,S,,R
1313_34246,,,,S,,,S,,S,S,,R
1313_10050,,S,,R,,,,,,,,
1313_12022,,S,,R,,,,,,,,
1313_31499,,,,R,,,S,,,S,,R
1313_11978,,S,,S,,,,,,,,
1313_30282,,,,,,,R,,S,,,
1313_21045,,,,S,,,S,,,S,,S
1313_47185,,S,S,R,,R,R,,,S,,R
760799_3,R,R,S,R,S,R,R,S,R,S,S,R
1313_10928,,S,,R,,,,,,,,
1313_25615,,,,R,,,,,S,,,
1313_22108,,,,R,,,S,,S,,,S
1313_33889,,,,R,,,R,,R,R,,R
1313_33308,,,,R,,,R,,R,S,,R
1313_22026,,,,R,,,S,,R,,,S
1313_25821,,,,S,,,S,,S,S,,S
1313_24398,,,,S,,,S,,S,S,,S
1313_26119,,,,R,,,S,,S,S,,R
1313_22107,,,,R,,,R,,S,,,R
1313_47263,,S,S,S,,S,S,,,S,,S
1313_30981,,,,R,,,S,,S,S,,S
1313_22939,,,,,,,R,,R,S,,R
1313_23680,,,,S,,,S,,,S,,R
1313_33385,,,,R,,,S,,S,S,,R
1313_12225,,R,,R,,,,,,,,
1313_12150,,S,,R,,,,,,,,
1313_22983,,,,,,,S,,R,S,,R
1313_9297,,,,S,,,S,,S,S,,R
1313_33416,,,,S,,,S,,S,S,,S
1313_20282,,,,R,,,S,,,S,,R
1313_23494,,,,S,,,S,,S,S,,S
1313_33397,,,,S,,,S,,S,S,,S
1313_31707,,,,R,,,R,,S,S,,S
1313_17442,S,S,,S,,S,R,,S,,,S
1313_25328,,,,S,,,S,,S,S,,R
1313_23509,,,,S,,,S,,S,S,,S
1313_30846,,,,R,,,S,,S,S,,S
1313_33526,,,,S,,,S,,S,S,,S
1313_47222,,S,S,S,,S,S,,,S,,S
1313_41960,S,S,,S,,S,S,,S,,,S
1313_23135,,,,,,,R,,S,S,,R
1313_26120,,,,R,,,S,,S,S,,R
1313_11857,,S,,R,,,,,,,,
1131629_3,S,S,S,S,S,S,R,S,S,S,S,S
1313_8968,,,,S,,,S,,S,S,,R
1313_31847,,,,S,,,S,,S,S,,S
1313_27918,,,,S,,,S,,S,S,,S
1313_10406,,S,,R,,,,,,,,
1313_33334,,,,S,,,S,,S,S,,R
1313_32026,,,,R,,,S,,S,S,,S
1313_47248,,S,S,S,,S,S,,,S,,S
1313_31787,,,,S,,,S,,S,S,,S
1313_26939,,,,R,,,S,,R,S,,S
1313_12565,,S,,R,,,,,,,,
1313_32233,,,,R,,,R,,R,S,,R
1313_27149,,,,R,,,S,,S,R,,R
1313_31127,,,,R,,,R,,S,R,,R
1313_9113,,,,R,,,R,,R,S,,R
1313_32058,,,,R,,,S,,S,S,,R
1313_20951,,,,S,,,S,,,S,,S
1313_10533,,S,,R,,,,,,,,
1313_33550,,,,R,,,S,,S,S,,S
1313_26161,,,,S,,,S,,S,S,,R
1313_47090,,S,S,S,,S,S,,,S,,S
1313_23466,,,,S,,,R,,S,S,,S
1313_10536,,R,,R,,,,,,,,
1313_31005,,,,S,,,R,,S,S,,R
1313_22911,,,,,,,R,,S,,,S
1313_20645,,,,S,,,S,,,S,,S
1313_24522,,,,S,,,S,,S,S,,S
1313_30941,,,,S,,,R,,R,S,,S
1313_33122,,,,S,,,S,,S,S,,R
1313_20166,,,,S,,,R,,R,S,,R
1313_30062,,,,R,,,S,,S,,,R
1313_24622,,,,R,,,S,,R,S,,R
1313_30277,,,,R,,,S,,R,S,,S
1313_33901,,,,R,,,S,,S,S,,S
1313_30135,,,,S,,,S,,S,S,,S
1313_47044,,S,S,S,,S,R,,,S,,S
1313_12119,,S,,R,,,,,,,,
1313_30804,,,,R,,,R,,R,S,,R
1313_17367,S,S,,S,,S,S,,S,,,S
1313_25654,,,,R,,,R,,,,,R
1313_25948,,,,,,,S,,S,,,R
1313_12173,,S,,R,,,,,,,,
1313_22028,,,,S,,,S,,S,,,S
1313_22087,,,,S,,,S,,S,,,S
1313_27299,,,,S,,,S,,S,S,,S
1313_11515,,S,,R,,,,,,,,
1313_29890,,,,S,,,S,,S,S,,S
1313_46703,,S,S,S,,S,S,,,R,,S
1313_47009,,S,S,R,,R,R,,,S,,R
1313_24071,,,,R,,,S,,R,S,,R
1313_10651,,S,,R,,,,,,,,
1313_12313,,S,,R,,,,,,,,
1313_20561,,,,S,,,S,,,S,,R
1313_46921,,S,S,R,,S,R,,,S,,S
1313_46611,,S,S,S,,S,S,,,S,,S
1313_34169,,,,S,,,S,,S,S,,S
1313_30954,,,,R,,,S,,S,S,,S
1313_12474,,S,,R,,,,,,,,
1313_34138,,,,S,,,S,,S,S,,S
1313_33105,,,,R,,,S,,S,S,,R
1313_32230,,,,S,,,R,,R,R,,R
1313_11505,,S,,S,,,,,,,,
1313_30787,,,,R,,,S,,S,S,,S
1313_25544,,,,R,,,,,S,,,
1313_33094,,,,S,,,S,,S,S,,R
1313_31710,,,,R,,,S,,S,S,,S
1313_10973,,S,,S,,,,,,,,
1313_30028,,,,R,,,S,,S,R,,R
1313_10200,,S,,R,,,,,,,,
1313_33268,,,,S,,,S,,S,S,,R
1313_31973,,,,R,,,S,,R,S,,S
1313_46730,,S,S,R,,S,S,,,S,,S
1313_24559,,,,S,,,S,,S,S,,S
1313_29823,,,,S,,,S,,S,,,S
1313_31886,,,,S,,,S,,S,S,,S
1313_26102,,,,S,,,,,,,,
1313_17365,,,,S,,S,S,,S,,,S
1313_31502,,,,R,,,S,,S,S,,R
1313_30233,,,,,,,R,,S,,,
1313_33418,,,,S,,,S,,S,S,,S
1313_24799,,,,R,,,R,,R,S,,R
1313_12999,,S,,R,,,,,,,,
1313_26599,,,,R,,,R,,R,S,,R
1313_32198,,,,R,,,R,,R,R,,R
1313_6631,,S,,,,,S,,,,,
1313_30769,,,,R,,,S,,S,S,,R
1313_33264,,,,R,,,,,R,,,
1313_33303,,,,S,,,,,,,,
1313_33832,,,,S,,,S,,S,S,,S
1313_25811,,,,S,,,R,,S,S,,S
1313_26965,,,,R,,,S,,S,S,,S
1313_11508,,S,,R,,,,,,,,
1313_20296,,,,R,,,S,,S,S,,R
1313_11688,,S,,R,,,,,,,,
1313_26084,,,,S,,,,,S,,,
1313_12616,,S,,R,,,,,,,,
1313_33533,,,,S,,,S,,S,S,,S
1313_31960,,,,R,,,S,,S,S,,S
1313_32421,,,,,,,S,,R,S,,S
1313_34228,,,,S,,,S,,S,S,,S
1313_30119,,,,R,,,S,,R,S,,R
1313_11666,,S,,R,,,,,,,,
1313_20899,,,,R,,,S,,S,S,,S
1313_41986,S,S,,S,,S,R,,S,,,S
1313_25520,,,,R,,,S,,R,S,,R
1313_33428,,,,S,,,S,,S,S,,S
1313_32336,,,,R,,,,,S,,,R
1313_24355,,,,,,,S,,S,,,
1313_34070,,,,R,,,S,,,S,,
1313_32962,,,,,,,S,,S,,,R
1313_24139,,,,,,,R,,R,,,
1313_30602,,,,,,,R,,R,,,
1313_34154,,,,S,,,S,,S,S,,S
1313_11378,,S,,R,,,,,,,,
1313_47142,,S,S,S,,S,S,,,S,,S
1313_23655,,,,S,,,S,,,S,,S
1313_42054,S,S,,S,,S,S,,S,,,S
1313_25750,,,,R,,,,,R,,,
1313_26059,,,,R,,,R,,S,S,,R
1313_10984,,S,,R,,,,,,,,
1313_32477,,,,S,,,S,,S,S,,S
1313_46815,,S,S,R,,S,S,,,S,,S
1313_23828,,,,S,,,S,,,S,,S
1313_12259,,R,,R,,,,,,,,
1313_30868,,,,R,,,S,,R,S,,S
1313_30393,,,,S,,,S,,S,S,,R
1313_20344,,,,S,,,S,,R,S,,S
1313_25098,,,,R,,,,,,,,
1313_24674,,,,,,,S,,,S,,S
1313_25749,,,,R,,,R,,S,R,,R
1313_27188,,,,R,,,S,,S,R,,R
1313_27035,,,,R,,,R,,S,S,,R
1313_31233,,,,R,,,S,,,S,,R
1313_47062,,S,S,S,,S,S,,,S,,S
1313_20168,,,,R,,,S,,S,S,,S
1313_26076,,,,S,,,,,,,,
1313_46733,,S,S,S,,S,R,,,S,,R
1313_12883,,S,,R,,,,,,,,
1313_10982,,S,,R,,,,,,,,
1313_10723,,S,,R,,,,,,,,
1313_32892,,,,S,,,S,,R,S,,R
1313_23761,,,,R,,,S,,,S,,S
1313_12478,,S,,R,,,,,,,,
1313_26726,,,,R,,,R,,R,S,,R
1313_34117,,,,S,,,S,,S,S,,S
1313_33741,,,,S,,,,,,,,
1313_24439,,,,R,,,R,,S,S,,R
1313_46663,,S,S,S,,S,S,,,S,,S
1313_23733,,,,R,,,S,,,S,,R
1313_31781,,,,S,,,S,,S,S,,S
1313_11277,,S,,S,,,,,,,,
1313_46806,,S,S,R,,R,R,,,S,,R
1313_34143,,,,R,,,R,,S,S,,S
1313_26449,,,,R,,,S,,S,S,,R
1313_12329,,S,,R,,,,,,,,
1313_25402,,,,R,,,R,,S,S,,S
1313_47137,,R,S,S,,S,R,,,S,,S
1313_24028,,,,S,,,S,,R,S,,S
1313_20370,,,,S,,,S,,,S,,S
1313_26775,,,,S,,,R,,S,S,,S
1313_12280,,S,,R,,,,,,,,
1313_26527,,,,R,,,S,,R,S,,R
1313_12278,,S,,S,,,,,,,,
1313_33464,,,,S,,,S,,S,S,,S
1313_12558,,S,,R,,,,,,,,
1313_34126,,,,S,,,R,,S,S,,S
1313_42012,S,S,,S,,S,S,,S,,,S
1313_24932,,,,R,,,R,,R,S,,R
1313_23546,,,,S,,,S,,S,S,,R
1313_6996,,,,,,,,S,,,S,
1313_46723,,S,S,S,,S,R,,,S,,S
1313_22898,,,,,,,S,,S,,,R
1313_25755,,,,R,,,S,,S,S,,R
1313_30972,,,,S,,,S,,S,S,,R
1313_29841,,,,S,,,S,,S,,,S
1131628_3,S,S,S,R,S,R,R,S,S,S,S,R
1313_30450,,,,,,,S,,,S,,R
1313_24502,,,,R,,,R,,R,S,,R
1313_31014,,,,R,,,S,,,S,,S
1313_12127,,S,,R,,,,,,,,
1313_12449,,S,,R,,,,,,,,
1313_5845,,R,,,,,R,,,,,S
1313_23557,,,,R,,,R,,R,S,,R
1313_23599,,,,S,,,R,,R,S,,R
1313_24597,,,,R,,,S,,S,S,,S
1313_33417,,,,S,,,S,,S,S,,S
1313_30921,,,,S,,,S,,S,S,,S
1313_34200,,,,,,,R,,S,S,,S
1313_12532,,R,,R,,,,,,,,
1313_10534,,S,,R,,,,,,,,
1313_30873,,,,S,,,S,,S,S,,S
1313_34118,,,,S,,,S,,S,S,,S
1313_26947,,,,R,,,S,,S,S,,S
1313_28047,,,,,,,S,,S,S,,
1313_22907,,,,,,,S,,R,,,R
1313_30942,,,,R,,,S,,R,S,,S
1313_33034,,,,S,,,,,,,,
1313_32621,,,,R,,,R,,S,S,,R
1313_33406,,,,S,,,S,,S,S,,S
1313_31615,,,,,,,R,,R,,,
1313_42047,S,S,,S,,S,S,,S,,,S
1313_11982,,S,,R,,,,,,,,
1313_23419,,,,R,,,S,,S,S,,S
1313_34219,,,,S,,,R,,S,R,,S
1313_33844,,,,S,,,S,,S,S,,S
1313_25148,,,,S,,,,,,,,
1313_46711,,S,S,S,,S,S,,,S,,S
1313_32052,,,,R,,,R,,S,S,,R
1313_25187,,,,S,,,,,R,,,
1313_33762,,,,R,,,S,,S,S,,R
760790_3,S,R,S,R,S,S,R,,R,S,S,S
1313_30935,,,,R,,,R,,S,S,,S
1313_23534,,,,S,,,S,,S,S,,S
1313_47046,,S,S,R,,S,S,,,S,,S
1313_31762,,,,S,,,S,,R,S,,R
1313_47059,,S,S,S,,S,S,,,S,,S
1313_24847,,,,R,,,S,,S,S,,R
1313_33634,,,,R,,,S,,S,S,,S
1313_11216,,S,,R,,,,,,,,
1313_26148,,,,R,,,R,,R,S,,R
1313_26142,,,,R,,,S,,S,S,,R
1313_20254,,,,R,,,S,,S,S,,S
1313_24006,,,,R,,,S,,,S,,S
1313_47096,,S,S,R,,R,R,,,R,,R
1313_31047,,,,R,,,R,,S,S,,S
1313_31210,,,,R,,,S,,,S,,R
1313_13032,,S,,R,,,,,,,,
1313_24608,,,,R,,,R,,S,S,,R
1313_46553,,S,S,S,,R,R,,,S,,R
1313_11687,,S,,R,,,,,,,,
1313_24508,,,,R,,,R,,R,S,,R
1313_47255,,R,S,R,,S,R,,,S,,R
1313_30146,,,,R,,,R,,R,S,,S
1313_25674,,,,R,,,S,,S,S,,R
1313_42020,S,S,,S,,S,S,,S,,,S
1313_11759,,S,,R,,,,,,,,
1313_33912,,,,R,,,S,,S,R,,R
1313_9217,,,,R,,,R,,R,S,,S
1313_31987,,,,R,,,R,,S,S,,S
1313_24336,,,,R,,,S,,R,S,,S
1313_22080,,,,S,,,S,,S,,,S
1313_21474,,,,R,,,S,,S,,,S
1313_23495,,,,R,,,S,,S,S,,S
1313_46765,,S,S,R,,R,R,,,R,,R
1313_26801,,,,R,,,R,,R,S,,R
1313_33499,,,,S,,,S,,S,S,,S
1313_32219,,,,S,,,S,,S,S,,R
1313_27924,,,,S,,,S,,S,S,,S
1313_32768,,,,R,,,S,,R,R,,R
1313_11108,,S,,R,,,,,,,,
1313_23714,,,,R,,,S,,S,S,,S
1313_12351,,S,,S,,,,,,,,
1313_46797,,S,S,R,,R,R,,,S,,R
1313_23262,,,,R,,,S,,S,S,,S
1313_11750,,S,,S,,,,,,,,
1313_29743,,,,R,,,R,,R,,,R
1313_25275,,,,S,,,R,,R,S,,R
1313_23464,,,,R,,,S,,S,S,,S
1313_10595,,S,,R,,,,,,,,
1313_26041,,,,S,,,,,,,,
1313_27650,,,,R,,,S,,S,,,R
1313_12423,,S,,S,,,,,,,,
1313_32789,,,,S,,,S,,S,R,,S
1313_31273,,,,R,,,S,,,S,,R
1313_9161,,,,S,,,S,,S,S,,R
1313_9154,,,,R,,,S,,S,S,,S
1313_23664,,,,S,,,R,,R,S,,S
1313_8607,,,,S,,,S,,S,S,,R
1313_46573,,S,S,R,,S,R,,,S,,S
1313_27193,,,,R,,,S,,S,S,,S
1313_24026,,,,S,,,S,,,S,,R
1313_32016,,,,R,,,R,,S,R,,S
1313_11656,,S,,R,,,,,,,,
1313_47134,,R,S,S,,S,R,,,S,,S
1313_27088,,,,S,,,S,,S,S,,R
1313_20031,,,,R,,,S,,,S,,R
1313_23645,,,,R,,,S,,R,S,,S
1313_11476,,S,,R,,,,,,,,
1313_32457,,,,R,,,R,,R,S,,R
1313_32664,,,,R,,,S,,S,,,R
1313_29849,,,,S,,,S,,S,,,S
1313_12381,,S,,S,,,,,,,,
1313_32581,,,,R,,,S,,S,,,R
1313_47149,,R,S,R,,S,R,,,S,,S
1313_23646,,,,S,,,R,,R,S,,S
1313_9051,,,,R,,,R,,R,S,,R
1313_22952,,,,,,,S,,S,S,,R
1313_25089,,,,R,,,,,R,,,
1313_31009,,,,S,,,S,,,S,,S
1313_30949,,,,S,,,S,,S,S,,S
1313_21760,,,,S,,,S,,S,,,S
1313_46876,,S,S,S,,R,R,,,S,,R
1313_11997,,S,,R,,,,,,,,
1313_46891,,S,S,S,,S,S,,,S,,S
1313_42004,S,S,,S,,S,S,,S,,,S
1313_12852,,S,,S,,,,,,,,
1313_31052,,,,S,,,S,,,S,,R
1313_31070,,,,S,,,S,,S,S,,S
1313_32053,,,,S,,,S,,S,S,,R
1313_8491,,,,S,,,S,,S,S,,S
1313_33733,,,,R,,,R,,R,S,,R
1313_46672,,S,S,S,,R,R,,,S,,R
1313_24425,,,,,,,S,,S,,,R
1313_17414,,,,S,,S,S,,S,,,S
1313_24731,,,,,,,S,,S,S,,S
1313_25191,,,,R,,,,,S,,,
1313_30703,,,,R,,,S,,R,S,,S
1313_5961,,S,,,,,R,,,S,,R
1313_46724,,R,S,R,,R,R,,,S,,R
1313_46560,,R,S,S,,S,S,,,S,,S
1313_23355,,,,R,,,S,,,S,,
1313_32444,,,,R,,,R,,R,S,,R
1313_12352,,S,,S,,,,,,,,
1313_21783,,,,R,,,S,,S,,,S
1313_46941,,R,S,R,,R,R,,,S,,R
1313_23249,,,,,,,R,,S,,,
1313_32910,,,,R,,,S,,S,,,R
1313_30134,,,,S,,,R,,R,S,,S
1313_26473,,,,S,,,S,,S,S,,R
1313_20984,,,,R,,,S,,R,S,,S
1313_33736,,,,S,,,S,,S,S,,R
1313_46726,,S,S,S,,S,R,,,S,,S
1313_11495,,S,,R,,,,,,,,
1313_11607,,S,,R,,,,,,,,
1313_24877,,,,R,,,S,,S,S,,R
1313_22690,,,,,,,S,,S,,,
1313_20181,,,,S,,,R,,R,S,,S
1313_12126,,S,,R,,,,,,,,
1313_33220,,,,R,,,S,,S,S,,S
1313_33681,,,,R,,,S,,S,S,,R
1313_27364,,,,S,,,S,,S,S,,S
1313_20236,,,,S,,,S,,R,S,,R
1313_26451,,,,R,,,S,,S,S,,R
1313_47003,,R,S,R,,R,R,,,S,,R
1313_12806,,S,,R,,,,,,,,
1313_22377,,,,S,,,S,,S,S,,S
1313_12304,,S,,S,,,,,,,,
1313_24620,,,,R,,,S,,S,S,,S
1313_12198,,S,,R,,,,,,,,
1313_26520,,,,S,,,,,,,,
1313_30883,,,,R,,,S,,R,S,,S
1313_42048,S,S,,S,,S,S,,S,,,S
1313_30235,,,,,,,R,,S,,,
1313_25271,,,,S,,,S,,S,S,,R
1313_25704,,,,R,,,S,,R,S,,R
1313_30152,,,,,,,R,,S,,,
1313_32119,,,,,,,S,,R,S,,R
1313_26711,,,,S,,,S,,S,S,,S
1313_11303,,R,,S,,,,,,,,
1313_32575,,,,R,,,,,R,,,
1313_31911,,,,S,,,S,,S,S,,S
1313_30207,,,,,,,R,,R,,,
1313_23002,,,,,,,S,,S,S,,R
1313_10977,,S,,S,,,,,,,,
1313_47095,,S,S,S,,S,R,,,S,,S
1313_24741,,,,,,,R,,R,S,,R
1313_32842,,,,R,,,R,,R,S,,R
1313_23238,,,,,,,R,,S,,,
1313_23366,,,,R,,,S,,,S,,
1313_11365,,S,,R,,,,,,,,
1313_47219,,S,S,R,,R,R,,,S,,R
1313_11876,,S,,R,,,,,,,,
1313_27960,,,,S,,,R,,S,S,,S
1313_25336,,,,S,,,S,,S,S,,S
1313_22996,,,,,,,S,,S,S,,R
1313_11094,,R,,R,,,,,,,,
1313_24752,,,,,,,S,,R,S,,S
1313_47261,,S,S,R,,S,R,,,S,,S
1313_47051,,S,S,S,,S,S,,,S,,S
1313_24604,,,,S,,,S,,S,S,,R
1313_23881,,,,R,,,S,,,S,,S
1313_12385,,S,,R,,,,,,,,
1313_32524,,,,S,,,S,,S,S,,S
1313_6378,,S,,,,,S,,,S,,S
1313_33514,,,,S,,,S,,S,S,,S
1313_24882,,,,R,,,S,,S,S,,R
1313_12682,,S,,S,,,,,,,,
1313_25779,,,,R,,,S,,R,S,,R
1313_25066,,,,R,,,,,S,,,
1313_9302,,,,R,,,R,,R,R,,R
1313_27148,,,,S,,,S,,S,R,,R
1313_30406,,,,S,,,S,,S,S,,R
1313_20970,,,,S,,,S,,,S,,S
1313_32362,,,,R,,,S,,S,,,R
1313_33501,,,,S,,,S,,S,S,,S
1313_11616,,S,,R,,,,,,,,
1313_24414,,,,R,,,S,,S,S,,S
1313_23240,,,,,,,R,,S,,,
1313_30590,,,,,,,R,,R,,,
1313_5807,,,,,,,S,,R,S,,S
1313_28003,,,,R,,,S,,S,S,,R
1313_47269,,S,S,S,,R,R,,,S,,R
1313_30755,,,,R,,,S,,R,S,,S
1313_25227,,,,,,,S,,R,S,,R
1313_22514,,,,R,,,S,,S,S,,R
1313_31870,,,,R,,,R,,R,R,,R
1313_32595,,,,R,,,S,,S,,,R
1313_31688,,,,,,,S,,,S,,R
1313_17316,,,,S,,S,S,,S,,,S
1313_32758,,,,S,,,S,,S,S,,R
1313_29936,,,,R,,,S,,S,S,,S
1313_25028,,,,R,,,,,S,,,
1313_31981,,,,R,,,R,,S,S,,S
1313_10438,,S,,R,,,,,,,,
1313_10430,,S,,R,,,,,,,,
1313_24013,,,,R,,,S,,S,S,,S
1313_33880,,,,R,,,S,,S,S,,S
1313_31286,,,,S,,,S,,,S,,R
1313_30839,,,,R,,,S,,S,S,,S
1313_25319,,,,S,,,S,,S,S,,S
1313_12591,,S,,R,,,,,,,,
1313_23736,,,,R,,,S,,,S,,S
1313_26959,,,,R,,,S,,S,S,,S
1313_10714,,S,,R,,,,,,,,
1313_30271,,,,R,,,S,,S,R,,R
1313_24092,,,,R,,,S,,,S,,R
1313_24090,,,,R,,,S,,R,S,,R
1313_32253,,,,S,,,,,,,,
1313_23578,,,,R,,,S,,R,S,,S
1313_22858,,,,S,,,S,,S,S,,S
1313_26130,,,,S,,,S,,S,S,,R
1313_32586,,,,S,,,,,,,,
1313_11261,,S,,R,,,,,,,,
1313_31509,,,,R,,,S,,S,S,,S
1313_46542,,S,S,R,,S,R,,,S,,S
1313_20077,,,,S,,,S,,S,S,,S
1313_11364,,S,,R,,,,,,,,
1313_31084,,,,S,,,S,,,S,,R
1313_26984,,,,R,,,S,,S,S,,S
1313_20252,,,,S,,,S,,S,S,,S
1313_12185,,S,,S,,,,,,,,
1313_47092,,S,S,S,,S,S,,,S,,S
1313_25824,,,,S,,,R,,R,S,,S
1313_31025,,,,S,,,S,,S,S,,S
1313_27268,,,,R,,,S,,S,S,,S
1313_10686,,S,,R,,,,,,,,
1313_47050,,R,S,S,,S,R,,,S,,S
1313_22644,,,,S,,,S,,S,S,,R
1313_20075,,,,S,,,S,,R,S,,S
1313_46760,,S,S,R,,R,R,,,S,,R
1313_24516,,,,,,,R,,S,,,S
1313_45066,S,S,S,S,S,S,S,S,,S,,S
1313_33884,,,,S,,,S,,S,S,,S
1313_34177,,,,S,,,S,,S,S,,S
1313_33098,,,,S,,,S,,S,S,,R
1313_7156,,,,,,,R,,,R,,R
1313_10677,,S,,R,,,,,,,,
1313_11370,,S,,S,,,,,,,,
1313_10326,,S,,R,,,,,,,,
1313_33023,,,,R,,,,,S,,,
1313_20933,,,,S,,,S,,S,S,,S
1313_33570,,,,S,,,R,,S,S,,S
1313_12466,,S,,R,,,,,,,,
1313_27916,,,,R,,,R,,R,S,,S
1313_34182,,,,R,,,R,,R,R,,S
1313_30083,,,,R,,,S,,R,,,S
1313_23338,,,,R,,,S,,,S,,
1313_10010,,S,,R,,,,,,,,
1313_34270,,,,,,,,,S,R,,
1313_12937,,S,,R,,,,,,,,
1313_23746,,,,S,,,S,,,S,,R
1313_11412,,S,,S,,,,,,,,
1313_31526,,,,R,,,R,,S,S,,R
1313_5738,,S,,,,,,,,,,S
1313_23819,,,,R,,,S,,,S,,R
1313_11327,,S,,R,,,,,,,,
1313_30508,,,,,,,R,,S,,,
1313_27992,,,,,,,,,S,S,,
1313_33775,,,,S,,,S,,S,S,,R
1313_12658,,S,,R,,,,,,,,
1313_32169,,,,R,,,S,,S,S,,S
1313_12792,,S,,R,,,,,,,,
1313_20615,,,,R,,,S,,R,S,,S
1313_32624,,,,R,,,R,,R,,,R
1313_32744,,,,R,,,R,,S,S,,R
1313_22757,,,,,,,R,,S,,,
1313_30735,,,,R,,,S,,S,S,,S
1313_47107,,S,S,S,,S,R,,,S,,S
1313_46942,,S,S,S,,S,S,,,S,,S
1313_30240,,,,,,,R,,R,,,
1313_32116,,,,,,,R,,R,S,,R
1313_27131,,,,R,,,S,,S,S,,R
1313_26783,,,,S,,,S,,S,S,,S
1313_31860,,,,,,,S,,S,S,,R
1313_6255,,S,,,,,S,,,,,
1313_11168,,S,,R,,,,,,,,
1313_6748,,S,,,,,,,,S,,R
1313_33304,,,,S,,,,,,,,
1313_11120,,S,,R,,,,,,,,
1313_46988,,R,S,S,,S,R,,,S,,S
1313_42037,S,S,,S,,S,S,,S,,,S
1313_32036,,,,S,,,S,,S,S,,S
1313_12101,,S,,R,,,,,,,,
1313_24136,,,,,,,R,,S,,,
1313_31189,,,,R,,,S,,,S,,S
1313_25425,,,,R,,,,,S,,,
1313_26978,,,,R,,,S,,S,S,,S
1313_13851,,S,,,,,,,S,,,
1313_30976,,,,S,,,S,,S,S,,S
1313_24142,,,,,,,R,,R,,,
1313_23258,,,,,,,S,,S,S,,S
1313_46813,,S,S,R,,S,R,,,S,,R
1313_21538,,,,S,,,S,,S,S,,S
1313_12935,,S,,R,,,,,,,,
1313_23563,,,,R,,,S,,S,S,,R
1313_34173,,,,S,,,S,,S,S,,S
1313_21064,,,,S,,,S,,,S,,R
1313_32602,,,,S,,,,,,,,
1313_32506,,,,S,,,S,,S,S,,R
1313_11582,,S,,R,,,,,,,,
1313_20080,,,,R,,,S,,S,S,,R
1313_31523,,,,R,,,S,,R,S,,R
1313_30106,,,,R,,,S,,S,S,,R
1313_20245,,,,R,,,S,,S,S,,S
1313_24803,,,,R,,,R,,R,S,,R
1313_10476,,S,,R,,,,,,,,
1313_5586,,,,,,,R,,R,R,,R
1313_22721,,,,,,,S,,S,,,
1313_46595,,S,S,S,,S,S,,,S,,S
1313_25368,,,,S,,,R,,R,S,,S
1313_31830,,,,R,,,S,,S,S,,S
1313_33233,,,,R,,,,,R,,,
1313_24710,,,,,,,R,,R,S,,R
1313_6279,,,,,,,R,,,R,,R
1313_47094,,S,S,S,,S,S,,,S,,S
1313_25358,,,,S,,,S,,S,S,,S
1313_6544,,R,,,,,S,,,,,S
1313_31958,,,,S,,,S,,S,S,,S
1313_26091,,,,R,,,R,,,,,R
1313_25405,,,,S,,,S,,S,S,,S
1313_24547,,,,S,,,S,,S,S,,S
1313_21794,,,,R,,,S,,S,,,S
1313_25657,,,,R,,,S,,R,S,,S
1313_25416,,,,R,,,,,S,,,
1313_8880,,,,S,,,S,,S,S,,S
1313_26809,,,,S,,,S,,R,S,,R
1313_20443,,,,S,,,S,,S,S,,S
1313_10868,,S,,S,,,,,,,,
1313_23457,,,,R,,,R,,R,S,,R
1313_30813,,,,R,,,S,,S,S,,S
1313_30463,,,,,,,S,,S,R,,S
1313_32587,,,,R,,,,,S,,,
1313_33038,,,,R,,,,,R,,,
1313_34331,,,,R,,,R,,R,R,,R
1313_31275,,,,R,,,S,,R,S,,R
1313_30105,,,,S,,,S,,S,S,,R
1313_23248,,,,,,,R,,S,,,
1313_24318,,,,S,,,S,,S,S,,S
1313_32263,,,,R,,,S,,S,,,R
1313_22646,,,,,,,S,,R,,,S
1313_31708,,,,R,,,S,,S,S,,S
1313_30855,,,,R,,,S,,S,S,,S
1313_10519,,S,,R,,,,,,,,
1313_24014,,,,R,,,S,,,S,,R
1313_31017,,,,R,,,S,,,S,,S
1313_30171,,,,,,,R,,R,,,
1313_22116,,,,S,,,S,,S,,,S
1313_11146,,S,,R,,,,,,,,
1313_33706,,,,S,,,S,,S,S,,R
1313_20240,,,,S,,,S,,S,S,,S
1313_10463,,S,,R,,,,,,,,
